Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;1750.0;805.0;
Departamento;San Miguel Chapultepec;1;0;0;50;3500.0;1137.5;119.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;34;5950.0;4382.0;
Departamento en Hotel;Roma;1;1;1;39;10500.0;2698.5;420.0
Departamento;Santa Fe;3;0;1;80;10500.0;4060.0;4550.0
Conjunto Comercial/Sala;Nativitas;0;0;0;24;4200.0;;245.0
Casa de Vecindad;Roma;4;0;0;131;11200.0;140.0;805.0
Cocineta;Coyoacán;1;0;0;24;4900.0;700.0;105.0
Departamento;Santa Fe;2;2;1;67;5250.0;2415.0;157.5
Conjunto Comercial/Sala;Santa Fe;0;4;0;144;28000.0;10010.0;3619.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;192;23520.0;15172.5;3150.0
Departamento;Santa Fe;2;2;1;62;5950.0;4445.0;546.0
Conjunto Comercial/Sala;Santa Fe;0;3;0;140;21000.0;6300.0;3034.5
Departamento;Lomas de Chapultepec;3;1;1;119;24500.0;6650.0;1627.5
Departamento;La Condesa;1;0;0;30;3850.0;1218.0;45.5
Departamento;Santa Fe;4;4;4;262;52500.0;8750.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;2800.0;2625.0;714.0
Departamento;Condesa;1;0;0;80;12250.0;;
Departamento;Chapultepec;2;1;0;75;6300.0;122139.5;850.5
Departamento;Santa Fe;5;4;0;292;49000.0;12950.0;5600.0
Departamento;Condesa;4;2;1;366;24500.0;10500.0;24920.0
Departamento;San Andrés Tetepilco;2;0;0;90;3850.0;350.0;
Departamento;Condesa;2;0;0;72;7700.0;3325.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;3150.0;2450.0;455.0
Departamento;Santa Fe;3;0;1;235;42000.0;15750.0;3150.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;300;17500.0;10500.0;4651.5
Departamento;Narvarte;2;0;0;80;6300.0;1925.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;294;51506.0;18543.0;
Galpón/Depósito/Almacén;Roma;0;70;0;1023;175000.0;;63000.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;600;119000.0;19250.0;7122.5
Departamento;Condesa;3;1;1;120;16800.0;3500.0;700.0
Departamento;Condesa;1;0;1;33;5250.0;2275.0;77.0
Conjunto Comercial/Sala;Condesa;0;0;0;32;2275.0;2345.0;
Casa Comercial;Nativitas;0;0;0;150;9800.0;;1645.0
Departamento;Santa Fe;3;2;0;120;13268.5;5845.0;11550.0
Casa;Santa Fe;5;6;4;839;112000.0;4571.0;5789.0
Departamento;Condesa;3;1;1;120;15750.0;3150.0;
Departamento;Santa Fe;2;1;0;85;5600.0;1288.0;
Cocineta;Centro Histórico;1;0;0;36;3500.0;1120.0;
Galpón/Depósito/Almacén;Arboledas;0;3;0;279;22750.0;;934.5
Departamento;Nativitas;2;0;0;40;4025.0;;
Conjunto Comercial/Sala;Roma;0;7;0;375;122500.0;51422.0;9348.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;72;350.0;2502.5;385.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;1050.0;1375.5;343.0
Departamento;Del Valle;3;1;1;143;16800.0;5670.0;745.5
Departamento;Santa Fe;4;2;1;154;10500.0;7350.0;1246.0
Departamento;Polanco;2;1;1;60;13300.0;4200.0;367.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;21000.0;13055.0;1750.0
Cocineta;Condesa;1;0;0;29;4025.0;1575.0;637.0
Departamento;Del Valle;1;1;1;50;7000.0;1939.0;91.0
Casa de Condominio;Santa Fe;5;0;5;622;45500.0;1750.0;4270.0
Departamento;San Rafael;2;1;0;67;6300.0;1575.0;
Tienda/Salón;Centro Histórico;0;0;0;320;192500.0;;
Departamento;Condesa;3;1;1;140;17500.0;4900.0;805.0
Conjunto Comercial/Sala;Santa Fe;0;9;0;296;35000.0;18550.0;45500.0
Departamento;Coyoacán;4;2;1;210;56000.0;10150.0;1400.0
Conjunto Comercial/Sala;Centro Histórico;0;1;0;20;2450.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;484;56000.0;33495.0;56392.0
Departamento;Bosques de las Lomas;3;1;1;120;15750.0;2625.0;
Departamento;Santa Fe;3;2;1;104;9800.0;4371.5;
Departamento;Lomas de Chapultepec;3;1;2;300;87500.0;6545.0;
Departamento;Lomas de Chapultepec;3;1;0;90;15575.0;3150.0;700.0
Departamento;Condesa;2;1;0;80;9450.0;3500.0;280.0
Cocineta;Condesa;0;0;0;30;4550.0;1662.5;185.5
Departamento;Narvarte;4;1;1;128;8050.0;2590.0;420.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;36;6300.0;4200.0;700.0
Departamento;San Miguel Chapultepec;2;0;0;80;8050.0;1050.0;
Casa de Condominio;Santa Fe;4;2;4;300;31500.0;;
Departamento en Hotel;Coyoacán;1;0;0;46;21000.0;;
Departamento;Centro Histórico;1;0;0;40;3500.0;1533.0;73.5
Departamento;Condesa;4;0;1;160;13265.0;5250.0;
Casa de Condominio;Tepalcatlalpan;1;0;0;60;2450.0;;
Departamento;Coyoacán;2;1;1;78;52500.0;14000.0;1970.5
Departamento;Lomas de Chapultepec;3;1;0;110;15750.0;4550.0;1050.0
Departamento;Polanco;2;0;0;51;7700.0;3045.0;
Casa de Vecindad;Santa Marta Acatitla;1;0;0;40;1575.0;140.0;
Departamento;Condesa;2;0;0;80;7700.0;2625.0;297.5
Departamento;San Miguel Chapultepec;2;1;0;80;6650.0;2100.0;2047.5
Edificio Completo;Roma;0;2;0;641;66500.0;;12250.0
Departamento;Santa Fe;2;1;0;58;3500.0;2443.0;
Departamento;Santa Fe;4;2;3;170;28000.0;7000.0;
Departamento;Condesa;4;1;3;300;29750.0;6009.5;1085.0
Departamento;El Rosedal;2;1;0;46;3150.0;910.0;
Departamento en Hotel;Santa Fe;1;1;1;75;7700.0;;2450.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;103;17304.0;7374.5;1568.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;3150.0;1225.0;
Departamento;Narvarte;2;1;0;85;7000.0;2100.0;
Departamento;Condesa;2;0;0;80;10325.0;2730.0;70.0
Conjunto Comercial/Sala;Historiadores;0;0;0;143;14000.0;4998.0;1568.0
Departamento;Santa Fe;3;2;1;131;11200.0;9100.0;1501.5
Conjunto Comercial/Sala;Centro Histórico;0;2;0;330;42000.0;19533.5;4571.0
Cocineta;Condesa;1;0;1;35;4900.0;1858.5;87.5
Conjunto Comercial/Sala;Condesa;0;0;0;42;6300.0;2380.0;700.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;66;4952.5;8904.0;602.0
Departamento;Lomas de Chapultepec;3;2;2;100;19250.0;4900.0;1225.0
Tienda/Salón;Nativitas;0;0;0;149;8050.0;;
Departamento;Tlalpan;3;1;1;130;17150.0;7350.0;941.5
Departamento;Barrio Bravo;2;1;0;65;3150.0;;350.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;32;2800.0;1480.5;273.0
Departamento;Condesa;3;0;0;95;15750.0;4200.0;4550.0
Departamento;Napoles;2;0;0;60;7000.0;4550.0;3129.0
Tienda/Salón;Narvarte;0;0;0;150;24500.0;525.0;3395.0
Departamento;Condesa;4;2;2;350;31500.0;8050.0;2450.0
Departamento;Polanco;3;0;0;115;15750.0;;805.0
Departamento;Lomas de Chapultepec;4;1;1;140;37800.0;7192.5;1386.0
Tienda/Salón;Centro Histórico;0;0;0;102;17500.0;2450.0;1239.0
Tienda/Salón;Santa Fe;0;1;0;33;6300.0;1792.0;1018.5
Departamento;Lomas de Chapultepec;3;2;2;157;34650.0;5600.0;1470.0
Conjunto Comercial/Sala;Polanco;0;1;0;28;4550.0;4200.0;465.5
Departamento;Lomas de Chapultepec;4;2;0;200;42000.0;8050.0;
Departamento;Santa Fe;2;1;0;42;4200.0;2275.0;105.0
Departamento;Juárez;2;0;0;68;5600.0;1907.5;126.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;243;38500.0;11112.5;3685.5
Casa;Atlalilco;2;0;0;160;7000.0;;4200.0
Departamento;Villa de Guadalupe;2;1;0;55;4375.0;1785.0;175.0
Casa;Condesa;6;2;0;381;31500.0;;651.0
Departamento;Santa Fe;2;1;0;64;7350.0;3332.0;633.5
Departamento;Santa Fe;2;1;1;76;7350.0;4900.0;315.0
Departamento;Centro Histórico;2;0;0;80;4550.0;1788.5;
Departamento;Condesa;3;0;0;80;12250.0;2170.0;1039.5
Conjunto Comercial/Sala;Santa Fe;0;2;0;53;6300.0;4550.0;
Departamento;Condesa;3;0;0;130;12250.0;3500.0;420.0
Casa de Condominio;Peralvillo;2;0;0;60;4550.0;227.5;3.5
Departamento;Santa Fe;4;3;4;262;28000.0;11812.5;2425.5
Casa de Condominio;Santa Fe;6;4;6;556;70000.0;5775.0;5670.0
Departamento;Coyoacán;3;2;1;150;22050.0;7700.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;82;15750.0;6475.0;
Departamento;Santa Fe;2;1;1;65;4550.0;4200.0;
Tienda/Salón;Centro Histórico;0;0;0;71;11200.0;1900.5;2278.5
Galpón/Depósito/Almacén;San Juan Xalpa;0;0;0;4800;73500.0;;19250.0
Conjunto Comercial/Sala;Santa Fe;3;1;0;93;22400.0;;
Departamento;Santa Fe;1;1;0;50;6300.0;4900.0;1050.0
Tienda/Salón;Santa Fe;0;1;0;48;10500.0;2625.0;1386.0
Departamento;Narvarte;2;1;0;72;5600.0;2450.0;87.5
Departamento;Roma;2;1;0;64;12250.0;3209.5;532.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;25;3500.0;2047.5;
Departamento;Lomas de Chapultepec;3;2;1;117;17500.0;5250.0;1151.5
Conjunto Comercial/Sala;Coyoacán;0;0;0;35;10500.0;4686.5;906.5
Departamento;Coyoacán;2;0;1;65;17500.0;5250.0;
Conjunto Comercial/Sala;Tlalnepantla;0;1;0;30;2975.0;1697.5;500.5
Departamento;San Pedro de los Pinos;2;1;1;80;12950.0;4186.0;833.0
Conjunto Comercial/Sala;Coyoacán;0;4;0;323;101500.0;20723.5;15400.0
Departamento;Villa de Guadalupe;2;1;0;47;8750.0;1260.0;399.0
Departamento;Santa Fe;2;1;1;82;8750.0;3500.0;700.0
Departamento;Peralvillo;1;1;0;54;4200.0;1214.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;607;52500.0;20524.0;8806.0
Cocineta;Roma;1;0;0;25;4550.0;1701.0;84.0
Departamento;Roma;2;0;0;75;7700.0;1680.0;311.5
Departamento;Roma;2;1;1;80;15085.0;3990.0;693.0
Departamento;Santa Fe;2;1;2;100;49000.0;;
Departamento;Narvarte;3;1;0;94;7000.0;2432.5;336.0
Departamento;Bosques de las Lomas;3;2;2;230;49000.0;4900.0;1330.0
Departamento;San Ángel;3;1;0;89;11375.0;3570.0;1102.5
Departamento;San Pedro de los Pinos;1;0;0;40;5250.0;700.0;52.5
Departamento;Santa Fe;2;2;2;100;24500.0;9674.0;1347.5
Departamento;La Florida;3;1;1;70;5950.0;1330.0;245.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;31;1400.0;1260.0;374.5
Departamento;Condesa;2;0;0;68;7000.0;1918.0;322.0
Departamento;Roma;3;1;0;119;10500.0;4550.0;6226.5
Conjunto Comercial/Sala;San Ángel;0;1;0;78;35000.0;11200.0;385.0
Departamento;Narvarte;3;1;1;110;8750.0;2800.0;
Tienda/Salón;Narvarte;0;0;0;64;10500.0;15750.0;
Departamento;Coyoacán;3;2;3;210;87500.0;8400.0;52332.0
Conjunto Comercial/Sala;La Florida;0;0;0;30;2450.0;1680.0;1575.0
Departamento;Del Valle;4;2;1;160;17500.0;4165.0;875.0
Departamento;Peralvillo;2;1;1;60;4550.0;1645.0;
Departamento;Condesa;1;0;0;27;8750.0;1925.0;70.0
Departamento;Narvarte;3;2;1;110;11550.0;3850.0;3.5
Departamento;San Rafael;2;0;0;65;3500.0;1484.0;
Edificio Completo;Centro Histórico;0;0;0;150;3500.0;;2555.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;193;34825.0;4375.0;1365.0
Conjunto Comercial/Sala;La Condesa;0;10;0;450;52500.0;35000.0;3850.0
Terreno Estándar;Santa Fe;0;0;0;588;21000.0;;
Cocineta;Condesa;1;0;0;30;5250.0;1330.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;86;4900.0;9793.0;1596.0
Departamento;Santa Fe;3;2;0;120;19250.0;9450.0;
Conjunto Comercial/Sala;Santa Fe;0;0;0;300;73500.0;19250.0;
Departamento;Santa Fe;4;3;2;294;42000.0;5600.0;
Departamento;Narvarte;2;1;1;68;6650.0;2107.0;462.0
Departamento en Hotel;Santa Fe;1;1;0;50;15750.0;7000.0;1050.0
Departamento;San Miguel Chapultepec;2;1;0;75;4865.0;2625.0;143.5
Departamento;Santa Fe;3;3;3;260;35000.0;12600.0;21000.0
Departamento;San Pedro de los Pinos;1;0;0;41;7700.0;1200.5;84.0
Edificio Completo;Mixcoac;0;12;0;1000;35000.0;;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;1;0;143;56000.0;7770.0;4399.5
Departamento;Chapultepec;2;1;1;85;7350.0;1750.0;4637.5
Departamento;Tlalpan;2;0;1;160;28000.0;6895.0;
Departamento;San Pedro de los Pinos;2;0;0;79;9100.0;2513.0;276.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;300;47250.0;25550.0;6125.0
Tienda/Salón;Nativitas;0;0;0;43;7000.0;;
Departamento;Condesa;3;0;0;149;7000.0;3115.0;182.0
Departamento;Coyoacán;2;0;0;60;10500.0;2569.0;
Terreno Estándar;Santa María Nonoalco;0;0;0;1200;6300.0;;
Departamento;Santa Fe;4;3;3;183;33250.0;11900.0;
Departamento;Condesa;3;0;0;100;14000.0;3500.0;
Departamento;Casa Blanca;3;0;0;65;4200.0;577.5;70.0
Departamento;Napoles;3;0;0;124;9800.0;4725.0;630.0
Tienda en Centro Comercial;Santa Fe;0;1;0;100;14000.0;5250.0;4900.0
Casa de Vecindad;Culhuacán CTM;1;0;0;36;2450.0;;
Departamento;Narvarte;1;0;0;45;4200.0;1050.0;
Conjunto Comercial/Sala;Barrio Bravo;0;0;0;30;3150.0;2009.0;595.0
Departamento;Napoles;2;0;0;75;8050.0;3073.0;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;150;87500.0;8400.0;2429.0
Edificio Completo;Centro Histórico;0;2;0;950;122500.0;;9450.0
Departamento en Hotel;Condesa;1;1;0;43;6604.5;7409.5;1732.5
Departamento;San Miguel Chapultepec;1;0;0;36;3675.0;1347.5;
Casa de Vecindad;Culhuacán CTM;3;0;0;90;4200.0;;
Casa;Vallejo;1;0;0;65;2275.0;;
Casa de Condominio;Santa Fe;5;0;3;600;52500.0;7700.0;4900.0
Departamento;Lomas de Chapultepec;2;2;1;100;23450.0;4238.5;1120.0
Departamento;Lomas de Chapultepec;3;2;1;130;21000.0;11459.0;2593.5
Conjunto Comercial/Sala;Roma;0;1;0;50;7000.0;4879.0;924.0
Departamento;Condesa;4;1;0;370;49000.0;10500.0;12250.0
Departamento;Santa Fe;3;2;3;126;19250.0;7630.0;2369.5
Departamento;Santa Fe;1;1;0;54;5950.0;5985.0;1015.0
Departamento;Santa Fe;6;3;3;360;33600.0;5600.0;2625.0
Casa;Santa Fe;6;6;6;610;70000.0;;1400.0
Departamento;Roma;1;0;0;33;6895.0;2040.5;
Departamento;Condesa;3;1;0;100;10150.0;4200.0;
Departamento;Barrio Bravo;2;0;0;60;2800.0;;
Casa de Condominio;Santa Fe;4;4;3;260;35000.0;4200.0;3850.0
Departamento;Lomas de Chapultepec;2;1;0;100;12250.0;4865.0;1365.0
Departamento;Roma;2;0;0;70;8050.0;2590.0;1540.0
Departamento;San Felipe de Jesús;2;1;0;44;3150.0;1960.0;52.5
Tienda/Salón;Condesa;0;0;0;230;52500.0;;
Departamento en Hotel;Lomas de Chapultepec;1;1;1;60;19250.0;6650.0;700.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;283;33250.0;12600.0;5173.0
Departamento;Santa Fe;2;1;1;95;9100.0;4970.0;696.5
Departamento;Santa Fe;1;1;0;71;6825.0;3395.0;840.0
Cocineta;Condesa;1;0;0;35;7000.0;1505.0;140.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;4725.0;2037.0;717.5
Departamento;Roma;2;1;1;94;19600.0;3801.0;
Departamento;Santa Fe;3;2;1;127;12250.0;5589.5;
Departamento;Narvarte;2;1;1;82;9100.0;2978.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;32;1750.0;1407.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;380;8750.0;4469.5;2530.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;393;124033.0;38181.5;5036.5
Departamento;Santa Fe;3;1;1;75;5600.0;3346.0;3500.0
Departamento;Bosques de las Lomas;2;1;1;92;13300.0;3850.0;1130.5
Cocineta;Condesa;1;0;0;32;3675.0;2499.0;
Departamento;Condesa;3;0;0;136;10150.0;5267.5;350.0
Departamento;Santa Fe;4;3;2;270;42000.0;12425.0;5460.0
Departamento;Peralvillo;2;1;0;66;3850.0;1862.0;
Casa Comercial;San Rafael;0;0;0;400;28000.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;25;5250.0;2625.0;392.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;528;35000.0;16768.5;6790.0
Cocineta;Condesa;1;0;0;27;4200.0;1575.0;
Departamento;Bosques de las Lomas;2;3;1;338;45500.0;7266.0;6391.0
Departamento;Condesa;1;0;0;28;8050.0;2100.0;
Departamento;Santa Fe;6;3;4;360;29750.0;5600.0;2625.0
Tienda/Salón;Santa Fe;0;1;0;120;14700.0;5425.0;4200.0
Tienda/Salón;Santa Fe;0;0;0;35;8750.0;1575.0;427.0
Departamento;Centro Histórico;1;0;0;65;4550.0;1365.0;91.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3500.0;2800.0;
Departamento;Culhuacán CTM;3;2;0;70;3850.0;1190.0;35.0
Departamento;Coyoacán;3;1;1;118;13300.0;7091.0;850.5
Departamento;Las Águilas;2;1;0;85;4550.0;2380.0;87.5
Cocineta;Condesa;0;0;0;18;3255.0;1102.5;
Departamento;Santa Fe;3;2;1;120;10150.0;5250.0;1085.0
Casa de Condominio;Santa Fe;4;2;2;385;26250.0;4025.0;2625.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;42;2100.0;1970.5;2940.0
Conjunto Comercial/Sala;Roma;0;6;0;483;112000.0;65684.5;
Departamento;Santa Fe;4;4;4;330;42000.0;11725.0;
Departamento;Narvarte;3;0;0;147;6650.0;;602.0
Departamento;Bosques de las Lomas;3;0;1;72;9800.0;3325.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;38;3850.0;2905.0;350.0
Departamento;Coyoacán;2;1;1;86;19250.0;5250.0;
Casa;Santa Fe;4;3;4;300;52500.0;3850.0;3745.0
Casa;Santa Marta Acatitla;2;0;0;70;3150.0;;
Casa de Condominio;Santa Fe;4;2;4;600;122500.0;3150.0;
Departamento;Santa Fe;3;3;3;227;24500.0;9625.0;
Casa de Condominio;Santa Fe;4;16;4;400;35000.0;7350.0;5250.0
Departamento;Ciudad de los Deportes;3;0;0;80;3500.0;630.0;45.5
Departamento;Condesa;3;1;1;260;22750.0;6650.0;14000.0
Departamento;Del Valle;2;1;1;86;11550.0;6527.5;
Cocineta;Coyoacán;1;0;1;40;5250.0;2100.0;
Departamento en Hotel;Lomas de Chapultepec;2;1;0;78;21350.0;7700.0;570.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;159;12950.0;21056.0;3129.0
Departamento;Coyoacán;4;2;1;230;38150.0;11263.0;
Departamento;Tlalpan;4;2;1;200;35000.0;12950.0;1904.0
Departamento;Condesa;3;2;1;140;13650.0;5775.0;805.0
Departamento;Condesa;2;0;1;200;28000.0;5250.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;28;14000.0;9653.0;
Departamento;Lomas de Chapultepec;3;1;1;130;24500.0;8645.0;1575.0
Departamento;Condesa;3;1;1;183;11900.0;5040.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;39;4375.0;3290.0;
Conjunto Comercial/Sala;Roma;0;0;0;40;6475.0;1925.0;752.5
Departamento;Santa Fe;2;2;2;110;15750.0;4375.0;5250.0
Casa;Villa de Guadalupe;1;0;0;160;19250.0;;
Terreno Estándar;Pueblo Culhuacán;0;0;0;1716;61950.0;;584.5
Departamento;Juárez;1;0;0;40;5250.0;1837.5;
Departamento;Condesa;4;4;2;190;28000.0;9100.0;2135.0
Cocineta;Roma;1;0;0;17;3500.0;1666.0;
Galpón/Depósito/Almacén;Arboledas;0;4;0;1900;30800.0;;6300.0
Departamento;Santa Fe;4;0;4;236;35000.0;13650.0;3419.5
Departamento;Lomas de Chapultepec;3;2;3;300;52500.0;17500.0;6650.0
Casa;La Florida;3;1;2;360;11200.0;;
Cocineta;Narvarte;1;0;0;25;3500.0;1211.0;
Departamento;Santa Fe;4;3;2;200;21000.0;6972.0;
Tienda en Centro Comercial;Santa Fe;0;1;0;116;23800.0;11550.0;3325.0
Departamento;Condesa;1;0;1;38;14000.0;;
Departamento;Roma;3;1;1;98;11550.0;2870.0;350.0
Cocineta;Condesa;1;0;0;30;5250.0;2240.0;122.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;292;45500.0;16415.0;3948.0
Departamento;Santa Fe;3;2;1;76;8750.0;2520.0;217.0
Departamento;Lomas de Chapultepec;2;1;0;90;14700.0;3745.0;560.0
Departamento;Napoles;2;1;1;80;14000.0;3937.5;637.0
Departamento;Condesa;1;0;0;40;9450.0;;
Conjunto Comercial/Sala;Peralvillo;0;0;0;25;1400.0;1893.5;
Conjunto Comercial/Sala;Roma;0;2;0;200;70000.0;19600.0;5600.0
Departamento;Villa de Cortés;2;0;0;60;4550.0;1407.0;112.0
Departamento;Narvarte;2;0;0;70;6300.0;1330.0;63.0
Conjunto Comercial/Sala;Centro Histórico;0;4;0;350;61250.0;26708.5;6387.5
Departamento en Hotel;Coyoacán;1;0;0;46;21000.0;;
Departamento;Santa Fe;3;2;1;120;22750.0;4186.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;300;63000.0;8750.0;2432.5
Departamento;Coyoacán;2;1;1;86;35000.0;;
Departamento;Condesa;4;0;3;203;26250.0;6086.5;1935.5
Departamento;Condesa;3;1;0;148;9100.0;5005.0;
Casa;Narvarte;5;1;0;139;12250.0;;1907.5
Departamento;Santa Fe;5;4;5;329;33250.0;7000.0;41300.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;50;7000.0;3500.0;9100.0
Conjunto Comercial/Sala;San Sebastián;0;0;0;20;15750.0;4606.0;525.0
Departamento;Polanco;2;1;0;73;10850.0;3325.0;525.0
Departamento;Coyoacán;4;2;3;300;52500.0;15750.0;
Departamento en Hotel;Santa Fe;1;1;1;65;8050.0;5467.0;1071.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;4200.0;2975.0;735.0
Conjunto Comercial/Sala;Santa Fe;0;6;0;202;31500.0;19274.5;39200.0
Departamento;Santa Fe;2;1;1;80;10150.0;4200.0;
Departamento;Santa Fe;4;3;4;234;28000.0;10097.5;2187.5
Departamento;Condesa;3;1;0;100;12250.0;3636.5;623.0
Departamento;San Ángel;3;2;1;124;17500.0;3465.0;1190.0
Departamento;Tlalpan;3;1;1;130;17150.0;7350.0;875.0
Departamento;Lomas de Chapultepec;3;1;0;155;26250.0;5950.0;1739.5
Departamento;Santa Fe;2;1;1;75;8575.0;3430.0;416.5
Conjunto Comercial/Sala;Condesa;0;1;0;330;35000.0;7525.0;5022.5
Departamento;Juárez;1;0;1;44;5600.0;2030.0;98.0
Casa de Condominio;Santa Fe;5;4;5;400;29750.0;7472.5;5117.0
Departamento;Santa Fe;3;2;1;124;12250.0;3850.0;17115.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;5250.0;2369.5;721.0
Departamento;Coyoacán;2;1;2;120;14000.0;5075.0;11784.5
Departamento;Bosques de las Lomas;3;2;3;380;26950.0;8869.0;
Casa de Condominio;Santa Fe;4;4;4;700;70000.0;;
Departamento en Hotel;Condesa;1;0;0;56;5250.0;6748.0;738.5
Departamento;San Pedro de los Pinos;3;0;0;120;11200.0;4550.0;525.0
Tienda/Salón;El Rodeo;0;0;0;120;2800.0;;
Conjunto Comercial/Sala;San Ángel;0;1;0;40;12250.0;3500.0;1260.0
Casa;Lomas de Chapultepec;4;1;4;371;105000.0;11200.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;54;8750.0;4200.0;525.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;342;45500.0;28801.5;5250.0
Departamento;Coyoacán;3;1;0;102;14000.0;5078.5;
Departamento;Polanco;2;1;1;85;8750.0;5250.0;360.5
Casa de Condominio;Santa María Nonoalco;2;1;0;72;3500.0;560.0;
Departamento;Condesa;3;2;0;140;13650.0;6125.0;1330.0
Departamento;San Jerónimo;2;0;0;75;7000.0;1645.0;280.0
Departamento;Lomas de Chapultepec;3;1;1;120;29050.0;6965.0;994.0
Departamento;Lomas de Chapultepec;3;1;1;170;26250.0;11550.0;1400.0
Departamento;Narvarte;3;1;1;118;10500.0;3888.5;
Tienda en Centro Comercial;Santa Fe;0;1;0;26;3150.0;4732.0;1872.5
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;0;0;27000;1190000.0;;21000.0
Cochera/Estacionamiento;Centro Histórico;0;1;0;0;1050.0;;304.5
Departamento;Santa Fe;2;1;1;93;10150.0;3640.0;976.5
Edificio Completo;Tlalpan;0;0;0;1000;245000.0;;17461.5
Departamento;San Pedro de los Pinos;3;1;1;100;12250.0;5250.0;700.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;31;2800.0;2240.0;182.0
Departamento;Narvarte;3;1;0;89;8750.0;2100.0;206.5
Departamento;Condesa;1;0;0;35;3500.0;1435.0;199.5
Galpón/Depósito/Almacén;Lindavista;0;0;0;2200;56000.0;;8750.0
Departamento;Del Valle;3;1;0;99;8750.0;3339.0;504.0
Departamento;Roma;2;1;1;101;17850.0;4585.0;945.0
Departamento;Santa Fe;2;2;1;97;13300.0;5250.0;10500.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;4550.0;2621.5;875.0
Departamento;Santa Fe;2;1;1;88;8050.0;4427.5;598.5
Conjunto Comercial/Sala;Iztacalco;0;1;0;30;7000.0;1925.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;547;157500.0;41716.5;8442.0
Departamento;Lomas de Chapultepec;1;1;0;55;12950.0;2548.0;441.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;59;7000.0;3244.5;1050.0
Casa de Condominio;Santa María Nonoalco;2;1;0;50;2975.0;;
Departamento;Santa Fe;2;1;1;90;6300.0;6118.0;
Departamento;Roma;2;1;2;79;12250.0;5187.0;
Departamento;Nativitas;2;1;0;86;8680.0;2100.0;
Edificio Completo;San Pedro de los Pinos;0;10;0;1900;175000.0;;10710.0
Departamento en Hotel;Santa Fe;2;1;2;64;8400.0;4550.0;420.0
Tienda/Salón;Santa Fe;0;1;0;42;6300.0;2086.0;808.5
Departamento en Hotel;Lomas de Chapultepec;1;1;1;60;17500.0;7801.5;875.0
Departamento;Condesa;4;1;1;180;20650.0;7938.0;934.5
Departamento;Roma;3;1;2;190;17325.0;5250.0;12421.5
Departamento;Santa Fe;4;4;2;172;17150.0;2975.0;
Departamento;Santa Fe;2;2;1;109;17500.0;7000.0;2380.0
